Unit,Station_Lat,Station_Long,Sun_Norm,Mon_Norm,Tues_Norm,Wed_Norm,Thurs_Norm,Fri_Norm,Sat_Norm
R295,40.688676,-73.903999,1,8.64456308,9.190783928,9.524585558,10,5.301489182,2.985108176
R296,40.835957,-73.939898,1,8.083793942,9.524430688,9.613973027,10,6.221313288,3.139066991
R297,40.681159,-73.956056,1,8.491358025,9.681481481,10,8.777777778,5.27654321,2.972839506
R298,40.752898,-73.905973,1,9.292590888,9.691026231,9.736585366,10,7.64997699,2.134008283
R299,40.7061,-73.950348,1,7.704274702,8.229852838,8.301331465,10,5.92571829,1.82620883
R300,40.723291,-73.989873,1,7.59213164,8.582943535,9.158035416,10,5.747327097,3.192114935
R301,40.699756,-73.98689,1,8.115804657,8.801050896,10,9.893364929,7.090253451,2.816505254
R302,40.763625,-73.977449,1,8.777297562,9.709369649,10,9.955231183,6.855908016,2.459023078
R303,40.7541,-73.94258,1,8.223452769,8.944039088,9.107035831,10,6.937068404,2.54495114
R304,40.70784,-74.013691,1,8.234812794,9.069427225,10,9.685345896,6.795437639,2.490701711
R305,40.710454,-74.011324,1,8.847198051,9.721197355,10,9.60372433,6.832927254,2.979812043
R306,40.884821,-73.900759,1,7.946125908,9.760290557,9.56688862,10,7.047215496,1.738196126
R307,40.813208,-73.929877,1,9.901721966,9.950860983,9.720285594,10,6.666106678,2.806803864
R308,40.844406,-73.914621,1.678385773,9.278522572,10,9.774692202,9.940902873,6.255950752,1
R309,40.848635,-73.912497,1,9.048389631,9.758208955,9.949096622,10,5.601099764,3.669599372
R310,40.75176,-73.855183,1,8.537151703,9.450851393,8.553405573,10,7.042376161,3.164667183
R311,40.720315,-73.994014,1,8.313579655,9.075815739,9.20537428,10,7.845009597,1.654270633
R312,40.576152,-73.975925,2.497126437,8.060344828,8.75862069,6.33908046,10,2.24137931,1
R313,40.682558,-73.905501,1,7.501639344,10,8.97704918,9.754098361,4.895081967,2.785245902
R314,40.796105,-73.961399,1.328200972,8.378444084,9.418962723,9.491896272,10,6.185575365,1
R315,40.829934,-73.938632,1,9.025611176,9.541618161,9.947613504,10,6.636786962,3.137369034
R316,40.700374,-73.950284,2.024615385,8.732669683,8.302624434,9.379366516,10,6.707873303,1
R317,40.688123,-73.966742,1,7.610084034,8.094117647,8.505546218,10,7.195630252,2.654789916
R318,40.68713,-73.975346,1,7.484446478,8.489021043,8.655763952,10,5.485590119,3.293229643
R319,40.764763,-73.966291,1,8.672888641,9.60741861,9.726697445,10,6.936718937,2.007959882
R320,40.722819,-74.006267,1,8.294344092,9.645543382,9.352383773,10,6.817885697,1.975421972
R321,40.741096,-73.997877,1,9.144888287,9.835477319,9.735951253,10,6.900473934,2.509140149
R322,40.722397,-73.997211,1,7.124306974,8.633060986,9.973737963,10,6.318062445,3.102276043
R323,40.79911,-73.951807,1,8.669435216,9.605315615,9.171760797,10,3.030232558,2.678903654
R324,40.802098,-73.949625,1,8.890611326,9.711963995,9.913364171,10,6.522190274,3.361670209
R325,40.826508,-73.886425,1,9.092356688,9.910828025,9.461783439,10,5.834394904,3.031847134
R326,40.83646,-73.846471,1,9.5,9.867567568,9.805405405,10,6.910810811,2.897297297
R327,40.744103,-73.912497,1,9.00385575,9.632569744,9.553980494,10,7.383080064,2.078816058
R328,40.754622,-73.845625,9.919767442,6.794186047,8.71627907,6.752325581,10,1,8.147674419
R329,40.854137,-73.860977,1,8.452501583,10,9.76060798,9.89740342,7.797023433,4.394236859
R330,40.733243,-73.987169,1,8.707780879,9.571353803,9.929344033,10,6.3431612,2.571702722
R331,40.830551,-73.941486,1,8.829787234,9.425531915,9.621276596,10,6.331914894,3.323404255
R332,40.817902,-73.947644,1,9.054535017,9.745120551,9.814006889,10,7.530424799,2.64293915
R333,40.805072,-73.954833,1,8.165829934,9.535456542,9.229055538,10,7.366645748,2.481173517
R334,40.800637,-73.958201,1,8.233073697,9.155182744,9.272019173,10,6.122828041,2.242061114
R335,40.590867,-73.797011,10,5.35793971,6.231663897,4.415855685,7.141704249,1,4.362449561
R336,40.592334,-73.788493,1,8.814839572,7.948529412,7.509358289,10,1.198529412,1.655748663
R337,40.593214,-73.776433,1,8.732532751,9.88209607,10,9.76419214,2.562227074,2.915938865
R338,40.595381,-73.768194,2.011033099,7.643931795,10,7.779338014,9.313941825,1,1.803410231
R339,40.75202,-73.92874,1,8.51947297,9.511722534,10,9.95465995,6.930827359,2.06897888
R340,40.749663,-73.898485,1,9.190640055,9.582931865,9.772883689,10,7.051617343,2.323468685
R341,40.718477,-73.837223,1,8.982402112,9.706995161,10,8.641882974,7.564892213,2.330400352
R342,40.702566,-73.816859,1,9.102922078,9.520779221,10,9.61038961,6.869480519,2.325649351
R343,40.719323,-74.006953,1,8.844572665,9.798773891,9.879913451,10,7.124413992,1.554994591
R344,40.820402,-73.936315,1,8.602533883,9.583677077,9.260164997,10,7.419858574,1.304949912
R345,40.823877,-73.936443,1,9.067413793,9.675689655,9.865,10,7.531206897,1.285517241
R346,40.747029,-73.94537,1,9.167282547,9.44229676,9.256822058,10,6.675525867,3.242325185
R347,40.746325,-73.896403,1,9.515393842,9.572970812,9.506997201,10,8.072371052,2.588164734
R348,40.675496,-73.902819,1,9.20503212,9.007494647,10,9.031584582,6.386509636,2.079229122
R349,40.669376,-73.902047,1,9.028625954,9.715648855,10,9.998091603,5.595419847,2.517175573
R350,40.663801,-73.900444,1,8.562906481,9.035209688,10,9.319802646,6.812962548,2.911415115
R352,40.706994,-73.953481,1,7.355322339,8.792353823,8.772113943,10,6.046476762,2.744002999
R353,40.703855,-73.947387,1,9.21601686,9.917808219,9.767650158,10,6.815068493,1.030031612
R354,40.681745,-73.837631,1,8.677747989,9.502949062,8.002144772,10,6.829490617,2.158176944
R355,40.684364,-73.832181,1,9.127845884,9.892294221,9.663747811,10,7.239054291,2.326619965
R356,40.685975,-73.824713,1,9.225449175,9.926162934,10,9.994831405,6.990401181,2.630322422
R357,40.668234,-73.834058,1,9.473299195,9.341623994,9.598390636,10,5.944403804,2.217995611
R358,40.600138,-73.76152,1,8.741769987,9.69987174,10,9.988456605,4.624625909,3.451047456
R359,40.747257,-73.945112,1,8.279532031,9.829282144,10,9.244547933,7.162199,3.017946388
R360,40.743973,-73.949876,1,7.997203356,9.345585298,9.212544946,10,6.026767879,2.431082701
R361,40.857188,-73.867607,1,9.083652942,10,9.566900644,9.906867357,7.460018815,1.509298792
R362,40.865481,-73.867393,1,9.572072688,10,9.478617297,9.750375734,8.426014483,1.798059844
R363,40.871387,-73.867135,1,9.181997372,9.743758213,9.611695138,10,8.044678055,1.583442838
R364,40.877796,-73.866255,1,9.117807766,8.977729945,9.862902558,10,9.499296299,2.338190248
R365,40.883767,-73.862736,1,9.623599701,10,9.803398058,9.794996266,6.104929052,1.114264376
R366,40.887887,-73.860505,1,8.996700816,10,9.803090814,9.642125369,6.350928981,1.171904845
R367,40.893386,-73.857265,1,9.905474596,9.904293029,9.867664435,10,6.632532493,1.137061835
R368,40.646343,-73.994551,1,9.607398568,9.972553699,9.806682578,10,6.628878282,2.292362768
R369,40.640872,-73.994229,1.543820609,9.280554605,9.750427936,8.13437179,10,7.125299555,1
R370,40.619588,-73.998842,1,9.431323444,9.651512233,10,9.753804662,7.626468888,2.383548449
R371,40.613513,-74.000645,1,8.7027897,9.378755365,9.969420601,10,7.629291845,2.393776824
R372,40.607958,-74.001782,1,9.711403351,9.954602774,10,9.990272023,7.237254549,2.139794632
R373,40.604798,-73.998456,1,9.046610169,9.769179304,10,9.704950937,7.23015165,2.579616414
R374,40.601898,-73.993821,1,9.118359927,9.627348011,9.470107049,10,6.743385175,2.393354878
R375,40.658748,-73.899472,1,8.911053775,9.292368278,9.989000543,10,5.873981532,2.13172189
R376,40.650625,-73.899558,1,9.001459854,10,9.734306569,9.929927007,6.472992701,2.708029197
R377,40.700244,-73.941658,1,9.092555831,9.388833747,9.693300248,10,7.305955335,2.517121588
R378,40.697266,-73.935692,1,5.986118526,9.112653497,9.229578217,10,6.33769354,2.272557395
R379,40.693329,-73.928826,1,8.607786778,9.28978312,9.442644369,10,6.632349099,3.600992945
R380,40.689652,-73.922281,1,8.661319723,9.438935472,9.33722202,10,7.08640175,2.891542107
R381,40.68617,-73.916337,1,8.577039275,9.548640483,9.737160121,10,6.644712991,2.192749245
R382,40.677107,-73.865376,1,9.256805808,9.80982629,10,9.848327716,5.865180192,3.208581799
R383,40.679369,-73.85896,1,9.088747242,10,9.977935769,9.953665114,6.725668056,2.5444962
R384,40.679857,-73.851492,1,9.328737073,10,8.271074898,9.723597618,7.27828267,2.69225948
R385,40.680429,-73.843853,1,9.187313433,9.731343284,10,9.989253731,7.005820896,2.742238806
R386,40.837382,-73.887659,1,9.399283439,9.586783439,9.857882166,10,6.205812102,3.429140127
R387,40.840097,-73.879774,1,9.239422868,10,9.755912345,9.258949881,6.308418312,2.567042742
R388,40.841882,-73.873551,2.856085869,1.417361401,2.801688203,2.738849521,3.412255106,1,10
R389,40.848797,-73.868465,1,9.548980747,9.872593431,9.543884485,10,7.716874292,1.180917327
R390,40.635011,-74.011717,1,10,9.84184257,9.574191536,9.944785276,6.282832484,1.935842778
R391,40.631428,-74.005387,1,9.314636643,9.397543501,9.174616172,10,6.681883316,2.278607984
R392,40.620728,-73.990388,1,8.730186774,10,8.875567895,8.403079253,6.011105502,2.251640586
R393,40.617373,-73.985088,1,9.044611664,9.3759742,9.409836066,10,6.797635044,2.03520559
R394,40.612006,-73.982009,1,8.69687759,10,9.052500691,9.186791931,4.944183476,4.031500414
R395,40.603967,-73.980668,1,9.388618303,9.53396565,9.107152012,10,4.88054345,3.044091259
R396,40.597482,-73.979359,1,9.699658703,9.529010239,9.126279863,10,4.290102389,3.518771331
R397,40.592676,-73.978243,1,9.925824176,9.884615385,9.266483516,10,1.46978022,8.186813187
R398,40.625419,-73.996632,1,9.22771108,9.799842551,9.49340681,10,6.785081677,1.545561897
R399,40.597873,-73.986955,1,9.557765428,8.352149751,9.742029833,10,7.146534074,2.734717754
R400,40.588879,-73.983629,1,9.593679458,10,9.85778781,9.405756208,6.937358916,2.472911964
R401,40.697673,-73.927131,1,8.093109569,9.019686945,9.092302727,10,7.494755527,2.250443763
R402,40.702798,-73.907776,1,8.881147541,9.383709016,9.614241803,10,7.504098361,1.877561475
R403,40.704424,-73.903077,1,9.02073763,9.549940937,9.720042,10,7.4000525,1.839873999
R404,40.706181,-73.89591,1,9.243387657,9.684210526,10,9.937483302,7.141864814,1.836761956
R405,40.816505,-73.907797,1,8.584743556,8.191096069,9.367352252,10,7.288987243,3.619630305
R406,40.819396,-73.901467,1,9.072087175,10,9.701257334,9.812908634,6.796814753,2.993126572
R407,40.822172,-73.896747,1,9.363656388,9.641189427,9.526211454,10,5.850881057,2.55814978
R408,40.82417,-73.893228,1,8.085955378,9.739988558,10,9.815932494,6.886298627,3.464959954
R409,40.829966,-73.891876,1,8.576833839,9.569516331,9.868284847,10,5.690344458,2.967695877
R411,40.67491,-73.957794,1,8.414211438,8.502599653,8.991334489,10,5.830155979,2.237435009
R412,40.670499,-73.958759,2.097368421,7.221052632,8.018421053,9.202631579,10,1,3.794736842
R413,40.698666,-73.919685,1,9.281358491,10,8.019320755,9.673962264,8.361660377,2.604377358
R414,40.660476,-73.830301,1.162274619,9.113730929,10,8.477115118,9.151178918,2.622746186,1
R415,40.608693,-73.816068,5.419642857,8.191964286,8.433035714,8.834821429,10,2.607142857,1
R416,40.588032,-73.813684,10,4.613221884,3.961246201,3.079027356,6.022036474,1,4.804711246
R417,40.585514,-73.820143,10,3.561418685,3.549740484,2.113321799,4.9433391,1,5.375432526
R418,40.583542,-73.82643,10,3.117088608,3.727848101,2.14556962,5.21835443,1,4.813291139
R419,40.580454,-73.837459,10,3.76745272,4.105766986,3.071912211,5.377072146,1,5.217371002
R420,40.63615,-73.978179,1,9.679306046,10,9.858819863,9.761583212,8.035632662,1.039268647
R421,40.625305,-73.975732,1,9.670277158,9.727620261,10,9.727620261,8.391525964,1.054475948
R422,40.620907,-73.975453,1,9.549611734,9.751509922,10,9.867989646,8.357635893,1.04659189
R423,40.615174,-73.974166,1,9.586618445,9.890958409,9.637070524,10,8.180470163,1.065099458
R424,40.609147,-73.972986,1.013124316,9.493073277,10,9.801494714,9.96226759,8.123222749,1
R425,40.596065,-73.973329,1.014614344,9.646820027,10,9.744248985,9.795399188,8.282814614,1
R426,40.580992,-73.974531,1,9.057318321,8.590583419,10,9.539406346,8.108495394,1
R427,40.843635,-73.836687,1,8.807740717,9.059786029,10,9.745122719,7.049087476,2.679358087
R428,40.846817,-73.832545,1,8.916316463,9.751690115,9.91942262,10,7.68298922,2.516170291
R429,40.852465,-73.828125,1,8.060855263,9.67972488,10,9.710675837,5.096291866,2.780352871
R430,40.858973,-73.855355,1,8.667803547,10,9.719645293,9.799454297,7.751023192,3.283765348
R431,40.888244,-73.83085,1,9.423496165,9.911586597,10,9.694792087,7.060557126,3.553088413
R432,40.682867,-73.91048,1,7.728773585,10,9.411725067,8.702156334,6.446091644,1.991576819
R433,40.677107,-73.898871,1,8.401734764,9.928098608,10,9.071444876,7.483451267,2.740013696
R434,40.678018,-73.891726,1,8.553825322,10,9.644549763,9.855788761,6.90859851,3.660798917
R435,40.679938,-73.884687,1,7.024677635,9.817919075,9.58181414,10,6.480435749,3.042907959
R436,40.681598,-73.880074,1,9.180030588,10,9.994100939,9.034520428,6.346515185,2.624207997
R437,40.683209,-73.873765,1,7.988004362,8.723009815,10,8.73391494,7.239912759,4.323882225
R438,40.678815,-73.920801,1.15876229,9.383169462,10,9.981781377,8.904279931,1,4.289762869
R439,40.67836,-73.911939,1,9.049237553,8.74499357,9.158368547,10,3.88866434,2.304611428
R440,40.674552,-73.896554,1,9.704519119,10,8.519119351,9.888760139,6.39165701,3.054461182
R441,40.672786,-73.890438,1,9.095944871,9.573018818,9.739994699,10,5.689636894,3.476013782
R442,40.674161,-73.880761,1,9.807502468,9.612043435,8.276406713,10,5.255676209,3.286278381
R443,40.839301,-73.913355,1,8.908359621,9.470504732,9.423659306,10,6.160094637,3.372082019
R444,40.898382,-73.854389,1,9.586003222,10,9.586003222,8.978700555,6.478611061,1.157866476
R445,40.810512,-73.926165,1,8.478124214,10,8.897913,9.734096052,6.54324868,2.0285391
R446,40.808044,-73.919234,1,9.059012187,9.670942912,9.966516998,10,6.836433611,3.422322001
R447,40.805737,-73.914471,1,8.28860659,9.551607781,9.165740373,10,6.875545852,2.961492656
R448,40.808742,-73.90769,1,9.12244898,9.673469388,9.32244898,10,5.86122449,2.979591837
R449,40.812104,-73.904085,1,8.562391681,9.413778163,9.347487002,10,6.437175043,3.179809359
R450,40.816083,-73.89606,1,8.836836629,9.188969823,9.986888658,10,6.815816857,2.590218522
R451,40.656648,-73.950198,1,8.728067282,9.640831135,9.913918206,10,7.371536939,2.126484169
R452,40.778575,-73.981912,1,8.279070612,9.322345253,9.517734616,10,6.777055727,2.054383736
R453,40.742981,-73.992727,1,8.600443131,9.506646972,9.754062038,10,7.170605613,2.505169867
R455,40.66043,-73.997944,1,9.566917293,9.535338346,9.070676692,10,5.989473684,2.953383459
R456,40.690545,-73.985065,1,8.32388664,9.203585888,8.912087912,10,7.157894737,4.167437825
R459,40.852417,-73.828082,2.867924528,1.849056604,2.018867925,1.169811321,10,1,2.698113208
R460,40.708377,-73.957751,1.145853194,8.369399428,9.051954242,8.957102002,10,6.892755005,1
R461,40.725297,-73.996204,1,7.285090036,8.835726291,9.290372149,10,7.426410564,2.44605042
R462,40.718697,-74.000977,1,9.072646405,9.628296092,9.693106004,10,7.210314519,2.320025416
R463,40.718697,-74.000977,1,8.863545532,9.187268056,10,8.680274051,7.36911219,2.898658293
R464,40.668221,-73.834026,3.495798319,7.201680672,5.68907563,8.638655462,10,4.25210084,1
R468,40.761268,-73.964016,9.418103448,5.954433498,8.686576355,7.05726601,10,1,9.6841133
R469,40.7574,-73.954006,6.854765507,5.724659607,8.134644478,7.494704992,10,1,8.223146747
R535,40.660476,-73.830301,5.184798808,8.323397914,7.277198212,9.128166915,10,5.332339791,1
R536,40.643942,-73.782356,6.665467626,10,8.057553957,6.660842754,7.558067831,1.730729702,1
R550,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
R570,#N/A,#N/A,1,9.026703647,9.781946959,10,9.354505238,7.210901506,1.644050703
R571,#N/A,#N/A,1,8.512451885,9.436952187,9.787970134,10,7.221490516,2.550155359
R572,#N/A,#N/A,1,8.856453362,9.614913232,10,9.93362256,6.83340564,1.397288503
R001,40.703082,-74.012983,1,7.986636971,9.585746102,9.469933185,10,6.271714922,2.273942094
